Age,Income,Family,ZIP Code,Education,CCAvg,Experience,Personal Loan,Mortgage,Securities Account,CD Account,Online,CreditCard
40,78,1,91103,1,5/20,14,No,0,No,No,Yes,No
54,78,3,96001,2,1/80,30,No,0,No,No,No,No
44,30,1,91423,3,0/50,19,No,0,No,No,Yes,No
54,45,3,95008,1,1/40,28,No,0,No,No,No,Yes
39,80,2,90502,1,0/40,14,No,0,No,No,No,No
59,174,1,92660,1,4/70,35,No,0,No,No,Yes,Yes
53,51,2,92152,3,3/20,29,No,0,No,No,Yes,No
32,181,1,94596,1,6/00,8,No,0,No,Yes,Yes,Yes
40,78,4,94720,2,1/40,14,No,194,No,No,Yes,Yes
54,79,3,90025,3,1/60,29,No,0,No,No,No,No
27,119,1,90640,1,5/40,3,No,118,No,No,Yes,No
63,49,4,93943,2,1/20,39,No,109,Yes,Yes,Yes,Yes
33,100,1,94025,2,2/70,7,No,126,No,No,Yes,No
43,70,3,90095,1,2/33,19,No,0,No,No,Yes,No
57,52,3,90266,2,0/50,32,No,0,No,No,Yes,No
26,12,4,94591,1,1/00,2,No,0,No,No,Yes,No
55,82,4,93003,3,1/30,30,No,219,No,No,No,Yes
30,34,2,95351,2,0/30,4,No,0,No,No,Yes,Yes
63,112,4,93106,3,2/40,37,No,0,No,No,Yes,Yes
55,42,3,94115,3,1/00,25,No,0,No,No,Yes,No
35,83,2,92122,1,2/20,11,No,0,No,No,No,No
45,142,1,91101,2,1/40,21,Yes,0,No,No,Yes,No
47,199,2,94720,1,6/67,23,No,0,No,No,Yes,No
31,29,4,92093,2,1/50,4,No,121,No,No,Yes,Yes
56,70,3,91107,3,1/40,26,No,273,No,No,Yes,Yes
49,25,2,95831,3,0/70,24,No,0,No,No,Yes,No
53,84,2,95616,1,1/10,27,No,0,No,No,Yes,No
62,81,3,95051,1,4/40,36,No,0,No,No,No,Yes
63,15,2,94720,1,0/40,37,No,0,No,No,No,No
59,108,4,90245,2,3/80,35,Yes,304,No,No,Yes,No
40,83,4,95819,1,2/67,16,No,0,No,No,Yes,Yes
42,62,1,94309,3,0/70,16,No,170,No,Yes,Yes,Yes
29,134,2,90095,1,3/30,4,No,204,No,No,No,No
40,75,3,94306,1,2/33,16,No,79,No,No,No,No
31,109,2,91711,2,2/00,7,No,341,No,No,No,Yes
35,152,2,94112,1,3/00,10,No,0,No,No,Yes,No
62,83,4,93940,3,2/40,36,No,0,Yes,No,No,No
51,52,4,92521,3,1/80,26,No,0,No,No,Yes,No
32,31,2,90275,3,2/00,6,No,0,No,No,Yes,Yes
27,135,3,93108,3,2/70,3,Yes,449,No,No,No,Yes
62,98,1,94706,1,0/90,37,No,151,No,No,Yes,No
66,14,4,95814,2,0/60,41,No,0,No,No,No,No
53,64,4,93407,1,2/60,27,No,0,No,No,Yes,Yes
49,109,2,92780,1,6/80,25,No,0,No,No,No,No
65,118,1,94104,1,1/30,40,No,333,No,Yes,Yes,Yes
30,80,4,91311,2,2/20,5,No,0,Yes,No,Yes,No
60,51,3,90028,3,1/40,34,No,0,No,No,No,No
30,115,4,94611,2,3/80,6,Yes,0,No,No,Yes,No
54,83,1,95841,1,2/40,28,No,0,No,No,Yes,No
54,90,1,91301,1,0/30,28,No,0,No,No,Yes,No
37,28,4,95616,1,1/70,12,No,0,Yes,Yes,Yes,No
32,82,2,95616,1,2/50,7,No,221,No,No,Yes,Yes
51,24,3,94301,1,0/40,27,No,0,No,No,Yes,Yes
46,71,2,92029,1,1/70,22,No,0,No,No,Yes,Yes
41,80,1,91330,1,0/30,17,No,0,No,No,No,No
62,109,4,92709,3,1/70,36,No,0,No,No,Yes,No
54,140,1,91711,1,2/90,28,No,0,No,No,Yes,No
52,39,4,92612,2,0/20,27,No,0,Yes,No,Yes,No
51,39,1,94010,2,1/20,25,No,98,No,No,Yes,No
61,31,2,92521,1,0/30,35,No,0,No,No,Yes,No
55,35,3,93943,3,1/00,25,No,144,No,No,Yes,Yes
37,44,4,93109,1,0/20,11,No,0,No,No,No,Yes
64,35,1,93955,3,0/50,38,No,0,No,No,Yes,No
34,20,2,95616,1,0/30,8,No,106,No,No,Yes,Yes
31,10,4,95616,2,0/70,7,No,0,No,No,Yes,No
42,83,4,96001,3,2/00,18,No,0,No,No,Yes,No
47,203,2,95842,1,8/80,22,No,0,No,No,Yes,No
29,84,3,93109,1,0/80,5,No,0,No,No,No,No
34,41,4,92096,1,0/80,8,No,0,No,No,No,No
36,164,2,95051,1,7/80,11,No,0,No,No,Yes,Yes
34,152,2,90089,1,6/50,10,No,0,No,No,No,No
26,62,4,94080,1,1/60,2,No,0,Yes,No,No,No
48,12,4,94707,1,1/00,24,No,89,No,No,No,No
47,28,4,94061,1,0/60,23,No,0,No,No,Yes,No
39,52,1,94720,1,2/00,13,No,0,No,No,No,Yes
62,19,3,91343,2,1/30,37,No,97,No,No,Yes,No
34,35,3,94304,1,1/30,9,No,0,No,No,No,No
43,28,4,95053,1,0/30,19,No,96,No,No,Yes,No
55,70,3,94904,2,2/00,30,No,0,No,No,Yes,Yes
65,140,1,92093,1,0/90,40,No,0,No,No,No,No
57,50,4,93950,3,2/00,27,No,0,No,No,Yes,No
32,61,3,94102,1,2/30,7,No,205,No,No,Yes,Yes
35,188,2,92220,2,3/70,9,Yes,259,No,No,Yes,No
63,178,4,91768,3,9/00,33,Yes,0,No,No,No,No
49,44,4,94708,2,0/90,25,No,194,No,No,Yes,No
30,69,4,94305,1,3/40,6,No,188,No,No,No,Yes
43,132,1,90089,1,5/00,19,No,0,No,No,No,No
39,128,2,93943,1,3/90,14,No,196,No,No,Yes,No
31,44,4,95616,1,0/80,6,No,122,No,No,Yes,No
65,44,1,92038,3,0/50,39,No,0,No,No,Yes,Yes
34,34,2,92130,3,2/00,8,No,0,Yes,No,Yes,No
37,132,2,90089,1,3/90,12,No,0,No,No,No,No
62,158,2,90230,1,2/10,38,No,0,No,No,No,Yes
33,83,1,93943,1,0/10,9,No,0,No,No,Yes,No
48,28,1,94720,3,1/40,22,No,75,No,No,Yes,No
33,131,3,90065,3,2/20,9,Yes,0,Yes,No,No,No
45,31,3,95616,2,0/50,19,No,0,No,No,Yes,Yes
44,40,4,92350,2,0/00,19,No,0,No,No,Yes,No
37,71,2,94501,1,1/80,11,No,127,Yes,No,No,No
31,42,2,93010,3,2/00,5,No,0,No,No,Yes,No
56,35,3,95211,2,0/10,31,No,114,No,No,No,No
30,81,2,94305,1,0/20,4,No,0,No,No,Yes,No
61,91,2,95136,1,2/00,35,No,0,No,No,Yes,No
32,129,4,94720,2,5/20,7,Yes,0,No,No,No,Yes
51,75,1,95828,1,2/70,27,No,0,No,No,No,No
26,54,4,94061,2,0/60,1,No,230,No,No,No,No
31,43,1,94720,1,1/50,5,No,0,No,No,No,No
43,94,4,94110,2,1/10,18,No,0,No,No,No,No
57,84,4,93106,3,1/30,32,No,0,No,No,No,Yes
42,34,1,92653,2,2/00,18,No,0,Yes,No,No,No
48,15,4,94061,1,0/80,23,No,0,No,No,Yes,No
46,99,2,90277,3,3/80,21,No,194,No,No,Yes,No
33,15,1,92152,2,0/40,7,No,82,Yes,Yes,Yes,Yes
45,83,4,94105,3,2/00,21,No,0,No,No,Yes,No
31,83,4,94720,3,1/80,6,No,0,No,No,Yes,No
42,143,1,95630,1,1/70,18,No,0,Yes,No,Yes,No
56,81,4,90401,3,2/60,30,No,0,No,No,Yes,No
63,39,1,91711,2,1/90,39,No,0,No,No,No,No
42,158,2,92124,2,0/40,18,Yes,277,No,No,No,Yes
50,62,1,90245,3,1/40,24,No,0,No,No,No,No
31,64,2,92121,1,0/10,6,No,0,No,No,Yes,Yes
65,29,1,90025,2,1/50,40,No,0,No,No,No,No
60,64,3,94104,1,2/50,34,No,0,No,No,Yes,No
34,21,4,91770,2,0/70,10,No,0,No,No,Yes,No
62,142,2,95112,3,2/80,32,Yes,0,No,No,No,Yes
56,64,3,93105,1,2/50,30,No,0,No,No,No,No
51,40,4,91401,1,1/80,25,No,0,Yes,No,No,Yes
44,61,3,94080,2,2/70,19,No,0,No,No,No,No
41,44,1,92037,3,0/30,16,No,0,No,No,No,No
43,78,3,95670,2,2/67,16,No,161,No,No,Yes,Yes
40,125,2,91304,1,1/90,16,No,0,No,No,No,Yes
53,63,2,94720,3,1/00,29,No,0,No,No,Yes,No
54,54,1,94550,3,1/60,30,No,185,No,No,Yes,No
36,92,2,94709,1,0/00,12,No,184,No,No,No,No
26,119,2,95351,1,0/60,2,No,381,No,No,Yes,Yes
35,40,1,91784,2,2/40,11,No,0,No,No,Yes,No
29,41,1,93105,1,1/00,4,No,0,No,No,No,No
35,81,2,92064,1,0/00,11,No,0,No,No,Yes,Yes
28,101,3,95136,1,2/50,4,No,270,No,No,No,No
48,25,4,90024,2,0/50,24,No,0,No,No,No,No
46,55,1,91016,2,1/50,20,No,0,Yes,No,No,No
31,43,1,92646,3,2/10,7,No,166,No,No,No,Yes
40,98,2,94534,2,1/80,16,No,98,No,No,Yes,No
27,112,4,91330,3,2/30,1,No,402,No,No,Yes,Yes
32,69,4,93943,3,4/00,2,No,102,No,No,Yes,No
67,79,4,95616,2,1/70,43,No,215,No,Yes,Yes,Yes
45,81,3,95133,2,2/67,18,No,251,No,No,Yes,Yes
42,139,2,91101,3,2/90,17,Yes,0,No,No,Yes,No
65,63,3,94701,2,0/50,40,No,0,No,No,Yes,No
59,102,2,91763,1,1/40,33,No,0,No,No,Yes,No
30,40,4,92521,2,1/70,5,No,0,No,No,Yes,No
32,44,1,92886,1,0/30,6,No,81,No,No,Yes,Yes
36,59,3,94104,1,2/00,12,No,216,No,No,No,No
48,224,2,93940,1,6/67,24,No,0,No,Yes,Yes,Yes
56,64,2,90245,3,2/30,31,No,0,No,No,No,No
44,129,2,96001,1,3/30,20,No,0,No,No,Yes,No
60,43,1,92697,1,1/40,34,No,0,No,No,Yes,Yes
51,12,3,92834,1,0/40,27,No,0,Yes,Yes,Yes,Yes
34,53,3,94107,2,2/60,10,No,0,No,No,Yes,No
45,39,2,93305,3,2/10,21,No,0,No,No,No,Yes
47,65,1,93943,1,0/00,23,No,0,No,No,No,No
29,18,1,94122,3,0/40,5,No,94,No,No,Yes,Yes
52,55,1,94596,3,1/60,28,No,0,No,No,No,No
61,60,1,90245,3,2/50,35,No,0,No,No,Yes,No
40,42,2,91330,1,0/30,14,No,187,No,No,Yes,No
33,111,2,90245,1,1/30,7,No,0,No,No,Yes,No
33,62,1,94596,1,1/00,8,No,0,No,No,Yes,No
52,44,2,94025,3,0/80,26,No,148,No,No,No,Yes
40,69,1,95348,3,1/50,14,No,0,No,No,No,No
45,62,3,92064,3,0/80,20,No,172,No,No,Yes,No
27,35,1,94080,2,1/80,3,No,0,No,No,No,No
38,91,1,92037,1,2/80,13,No,0,No,No,Yes,Yes
50,12,1,92121,1,0/20,26,No,96,No,No,No,No
41,89,3,94608,1,0/10,15,No,292,No,No,Yes,No
60,65,4,90024,2,1/70,34,No,0,Yes,No,Yes,No
64,179,2,90024,3,4/50,34,Yes,400,No,No,No,No
34,82,2,93106,3,1/50,8,No,0,Yes,Yes,Yes,Yes
30,48,1,95812,1,1/20,6,No,0,No,No,Yes,No
31,20,4,95616,2,1/50,4,No,0,No,No,Yes,No
41,91,1,90502,3,2/80,15,No,330,Yes,No,Yes,No
61,122,2,94609,1,6/00,37,No,0,No,No,Yes,No
42,22,1,90717,3,1/40,18,No,0,No,No,Yes,No
48,43,2,94301,1,1/30,23,No,0,No,No,Yes,No
59,38,4,90291,1,1/70,34,No,0,No,No,No,Yes
57,61,3,92115,1,2/67,33,No,0,No,No,Yes,No
37,33,4,91773,2,0/40,13,No,0,No,No,No,No
53,145,1,95605,1,2/90,27,No,345,No,No,No,No
53,170,1,95003,1,1/00,27,No,0,No,No,Yes,No
26,55,3,94305,2,0/70,2,No,0,No,No,Yes,No
39,40,1,91302,3,2/50,14,No,0,No,No,Yes,No
35,68,2,94923,1,0/00,11,No,126,No,No,No,Yes
59,53,3,90034,1,2/50,33,No,0,No,No,Yes,No
43,63,3,95616,3,0/80,18,No,0,Yes,No,No,No
39,123,2,91604,1,2/20,15,No,92,No,No,No,Yes
49,13,2,95929,1,0/00,24,No,0,No,No,Yes,No
47,12,4,92110,1,0/20,23,No,102,No,No,No,Yes
41,53,2,93727,1,2/50,17,No,102,No,No,Yes,No
57,79,1,94588,2,2/70,33,No,294,No,No,Yes,Yes
42,89,1,90095,2,0/10,17,No,170,No,No,Yes,No
61,188,1,91360,2,9/30,36,Yes,0,No,No,No,No
56,62,3,91320,3,1/40,26,No,0,No,No,Yes,No
29,123,3,92821,3,5/60,3,Yes,428,No,No,Yes,No
32,119,4,94710,3,5/00,8,Yes,0,No,No,Yes,No
37,123,4,94304,2,3/10,12,Yes,253,No,Yes,Yes,Yes
31,23,1,93407,2,0/40,5,No,0,No,No,Yes,Yes
38,62,1,94143,3,1/50,14,No,255,No,No,Yes,No
40,69,3,92870,1,2/10,14,No,106,No,No,Yes,No
61,124,2,94611,1,3/90,36,No,0,Yes,No,No,Yes
50,52,4,93555,3,0/10,26,No,0,No,No,No,No
32,134,2,93108,1,3/10,7,No,0,No,No,No,No
62,58,1,94501,2,0/80,36,No,0,No,No,No,No
62,45,3,90033,2,0/50,37,No,200,No,No,Yes,Yes
40,75,4,95449,2,1/10,15,No,0,No,No,Yes,No
59,23,4,90009,2,0/40,34,No,78,No,No,No,No
43,123,3,91107,1,1/30,19,Yes,0,No,No,Yes,No
62,48,3,92028,1,2/20,37,No,0,No,No,No,No
48,145,1,95482,1,0/30,22,No,140,No,No,Yes,No
29,31,1,93014,3,1/00,5,No,0,No,No,No,No
58,38,3,93106,3,2/20,32,No,0,No,No,Yes,No
43,78,4,94025,3,1/90,18,No,0,No,No,No,No
39,94,2,91941,1,1/90,15,No,0,No,No,Yes,No
33,84,1,95051,3,2/90,7,No,0,No,No,Yes,No
40,22,1,94306,3,0/60,15,No,0,No,No,Yes,No
28,78,4,93108,1,0/20,3,No,0,No,No,Yes,Yes
38,75,3,94305,2,2/33,11,No,0,No,No,Yes,No
65,71,3,95060,1,2/20,40,No,0,No,No,No,Yes
35,24,1,95616,3,0/50,11,No,0,No,No,Yes,Yes
29,112,2,94998,1,4/33,5,No,0,No,No,Yes,Yes
61,53,1,90064,2,2/80,35,No,167,No,No,Yes,No
46,41,1,94305,3,0/50,21,No,0,No,No,No,No
50,25,1,91330,2,0/50,23,No,0,No,No,Yes,No
60,42,4,90277,2,2/50,33,No,194,No,No,Yes,No
54,51,3,94309,2,1/00,27,No,113,Yes,Yes,Yes,Yes
43,19,2,92325,2,0/30,18,No,0,No,No,Yes,No
38,90,2,93010,1,0/00,14,No,258,Yes,Yes,Yes,Yes
46,89,4,92866,2,1/40,22,No,0,No,No,Yes,No
64,22,3,92691,1,0/50,39,No,0,Yes,Yes,Yes,Yes
39,93,4,93555,3,3/60,13,Yes,0,No,No,Yes,No
34,18,4,95741,1,0/30,8,No,0,No,No,No,No
65,32,1,90095,3,1/10,40,No,120,No,No,Yes,No
38,182,3,92152,3,2/60,14,Yes,0,No,Yes,Yes,Yes
62,19,2,95833,3,0/20,36,No,0,No,No,Yes,Yes
59,85,1,91330,3,3/40,35,Yes,0,No,Yes,No,Yes
49,90,4,92709,2,1/40,25,No,0,Yes,No,Yes,No
57,59,2,95014,1,3/70,32,No,134,No,No,Yes,No
64,84,1,94571,1,2/00,38,No,0,No,No,No,No
47,95,2,93311,2,3/90,22,Yes,0,No,No,No,No
30,13,3,93555,3,0/90,6,No,0,No,No,Yes,No
42,88,4,92675,1,0/80,18,No,0,No,No,Yes,Yes
53,34,2,92697,3,0/60,28,No,0,No,No,Yes,Yes
50,11,4,94501,3,0/60,24,No,0,No,No,No,Yes
62,80,4,94545,2,1/70,38,No,0,No,No,No,No
34,41,1,94102,1,1/33,10,No,0,No,No,No,Yes
47,90,2,90245,3,0/80,21,No,0,No,No,No,No
62,93,3,93003,3,3/00,37,Yes,0,No,Yes,Yes,Yes
61,81,4,94709,2,1/90,35,No,0,No,No,No,No
59,60,2,94015,1,2/80,34,No,0,No,No,Yes,No
47,39,3,92612,2,0/60,21,No,0,No,No,Yes,Yes
65,22,3,92507,2,0/70,39,No,0,No,No,No,No
56,32,2,95827,1,0/80,32,No,79,Yes,No,Yes,No
56,28,1,92130,3,1/20,32,No,0,No,No,Yes,No
31,35,2,91745,2,1/00,7,No,0,No,No,No,Yes
61,154,3,94555,3,7/50,31,Yes,351,No,Yes,Yes,Yes
42,189,2,91605,1,7/60,18,No,0,No,No,Yes,No
44,40,4,94618,3,1/90,19,No,84,No,No,No,No
47,88,2,94304,2,1/70,21,No,0,No,No,Yes,No
30,124,2,91320,1,0/60,6,No,0,No,No,Yes,No
62,23,2,91304,3,0/30,38,No,0,No,No,No,No
56,23,4,94720,1,0/70,32,No,0,No,No,Yes,Yes
53,173,4,91614,1,2/70,28,Yes,427,No,No,Yes,No
59,161,1,94301,1,2/90,35,No,160,No,No,No,Yes
62,28,3,95020,2,0/70,36,No,0,No,No,Yes,No
58,191,4,93943,3,5/20,32,Yes,194,No,No,No,Yes
40,42,2,90638,1,0/30,14,No,106,No,No,No,Yes
35,81,4,94234,3,4/00,5,No,0,No,No,Yes,No
51,175,3,90089,1,0/70,25,Yes,312,No,No,No,No
41,82,3,94720,1,0/10,15,No,0,No,No,Yes,No
51,53,1,94114,3,1/80,27,No,0,No,No,No,Yes
27,142,3,92038,1,5/50,1,Yes,0,No,No,No,No
46,42,4,93727,3,1/90,21,No,0,No,No,Yes,No
46,64,4,94117,1,2/90,20,No,189,No,No,No,No
31,90,2,94301,1,1/30,5,No,0,Yes,No,Yes,No
58,44,1,92354,2,0/80,32,No,0,No,No,No,No
42,29,1,91320,3,0/30,18,No,0,No,No,Yes,No
59,93,2,94301,1,1/60,35,No,0,No,No,No,Yes
54,69,3,93117,3,1/40,24,No,132,No,No,Yes,No
35,82,2,94022,2,1/70,11,No,0,No,No,Yes,Yes
34,180,2,93955,3,6/50,9,Yes,0,No,Yes,Yes,No
46,13,2,93117,3,0/70,21,No,0,No,No,Yes,No
52,72,1,91335,1,0/00,28,No,178,No,No,No,No
55,54,3,91367,1,1/70,30,No,0,No,No,Yes,No
34,104,1,92152,1,4/60,9,No,0,No,No,Yes,Yes
57,44,2,90266,2,1/90,32,No,157,No,No,No,No
45,40,1,95060,1,0/20,19,No,0,Yes,Yes,Yes,Yes
29,190,2,92612,1,4/50,3,No,246,No,No,Yes,Yes
49,64,4,94588,1,2/60,23,No,0,No,No,Yes,Yes
36,9,2,90266,2,0/30,11,No,99,Yes,No,No,No
57,38,4,94720,2,0/70,31,No,0,No,No,Yes,No
43,82,1,94114,1,5/20,17,No,79,No,No,Yes,No
27,48,2,90049,3,1/60,2,No,119,Yes,No,Yes,No
54,82,4,94122,3,2/60,28,No,294,No,No,No,No
53,14,2,94590,2,1/00,26,No,83,No,No,No,No
55,162,1,93105,1,2/90,29,No,0,No,No,Yes,Yes
43,54,2,94608,1,1/70,19,No,0,No,No,Yes,No
35,90,2,94720,1,0/00,11,No,0,No,No,No,No
59,64,4,94116,1,1/70,34,No,0,No,No,No,No
42,65,3,93460,3,2/10,18,No,0,No,No,Yes,Yes
51,113,2,91320,1,6/30,25,No,0,No,No,No,No
57,38,2,90740,3,2/10,32,No,0,No,No,No,No
39,65,1,92037,3,1/50,15,No,0,No,No,No,No
53,39,4,91330,3,1/50,27,No,0,No,No,Yes,No
31,174,2,93023,1,6/70,6,No,0,No,No,Yes,Yes
33,59,2,91040,3,1/75,3,No,0,No,No,Yes,No
38,43,2,95053,1,1/70,14,No,0,No,No,Yes,No
47,24,2,94108,3,0/10,21,No,0,No,No,No,Yes
63,50,1,94402,2,0/00,39,No,166,No,No,No,No
44,68,1,94305,3,3/70,19,No,0,No,No,Yes,No
61,61,3,94122,3,2/00,37,No,0,No,No,Yes,No
52,21,4,94025,2,0/50,28,No,0,No,No,Yes,No
59,21,2,95035,2,0/50,34,No,0,No,No,Yes,No
56,31,4,94596,1,1/30,32,No,0,No,No,No,No
58,70,4,94720,1,0/70,33,No,0,Yes,No,No,No
30,25,3,94304,2,1/00,6,No,135,No,No,No,Yes
42,78,1,92521,3,1/00,17,No,0,No,No,Yes,No
51,19,1,92120,1,0/20,27,No,0,No,No,No,No
60,23,1,94608,3,0/30,35,No,0,No,No,Yes,No
30,40,4,90601,1,0/80,4,No,0,No,No,Yes,No
49,22,1,92220,3,0/30,23,No,0,No,No,No,No
36,58,1,91320,2,3/60,12,No,0,No,No,No,No
65,75,3,90036,1,2/20,40,No,0,No,No,Yes,No
60,155,1,92521,3,1/50,35,Yes,0,No,No,No,Yes
32,83,4,90036,2,2/20,6,No,0,No,No,No,No
46,99,3,94302,1,1/10,20,No,0,No,No,No,No
60,59,1,94124,2,0/00,36,No,0,Yes,No,No,No
28,53,3,94609,2,2/40,2,No,0,No,No,Yes,No
50,11,4,93106,1,0/20,26,No,0,Yes,No,No,No
52,179,4,94583,3,4/20,28,Yes,0,No,No,No,No
30,85,4,94234,3,2/10,4,No,0,No,No,Yes,No
42,49,3,92717,3,2/10,18,No,0,Yes,No,Yes,No
32,122,2,94025,1,1/30,6,No,0,No,No,Yes,Yes
40,171,2,94539,1,3/30,15,No,0,No,No,Yes,No
49,138,2,93111,2,2/20,24,Yes,0,No,No,Yes,No
53,8,4,95616,3,0/40,23,No,0,Yes,No,Yes,No
42,59,4,94105,1,0/40,17,No,0,No,No,Yes,No
38,49,3,90740,1,2/80,14,No,0,No,No,No,No
60,92,2,95670,1,2/00,34,No,0,No,No,No,No
27,75,4,90032,1,0/00,3,No,0,No,No,No,No
61,60,1,92831,2,2/80,35,No,0,No,No,Yes,Yes
27,41,2,90254,2,1/70,2,No,0,No,No,Yes,No
45,40,3,93460,2,0/60,21,No,0,No,No,Yes,Yes
41,81,2,94305,1,0/40,16,No,146,No,No,Yes,Yes
44,52,1,94143,3,0/80,20,No,196,No,No,No,Yes
38,25,4,95616,1,1/00,14,No,0,No,No,No,No
39,139,1,91801,1,3/40,15,No,353,No,No,Yes,No
48,54,1,93106,2,1/20,22,No,0,No,No,No,No
47,81,1,94123,1,2/90,22,No,0,No,No,No,Yes
64,73,3,94025,1,2/20,39,No,0,Yes,No,No,Yes
66,59,3,95617,1,2/40,41,No,0,No,No,No,No
43,21,3,95351,1,1/50,17,No,0,No,No,No,No
34,65,3,95014,2,0/70,9,No,104,No,No,Yes,No
28,41,3,93118,2,1/10,2,No,161,No,No,Yes,No
52,52,4,92126,3,0/10,28,No,121,No,No,No,No
45,84,4,94131,2,1/10,20,No,180,No,No,Yes,No
39,18,4,92037,3,0/20,14,No,0,Yes,No,No,No
40,34,1,93561,1,0/70,16,No,0,No,No,Yes,Yes
30,85,4,92624,3,1/80,5,No,0,No,No,Yes,No
49,23,1,94080,3,1/40,23,No,0,No,No,No,No
53,65,4,91711,2,2/80,27,No,0,No,No,No,Yes
56,195,1,90089,1,2/90,30,No,0,No,No,No,No
50,40,4,93460,1,2/60,24,No,89,No,No,Yes,No
53,141,2,90064,3,0/20,29,Yes,0,No,No,No,No
60,95,2,94104,2,0/70,34,No,322,No,No,Yes,Yes
58,23,3,90095,2,1/30,33,No,131,No,No,No,No
43,82,2,95758,2,1/80,19,No,0,No,No,Yes,Yes
46,53,4,93555,3,1/90,21,No,0,No,No,No,No
29,10,4,91320,1,0/40,3,No,87,No,No,Yes,Yes
56,75,1,91910,2,1/90,30,No,125,No,No,Yes,No
48,23,4,94534,2,0/40,23,No,122,No,No,No,No
61,133,1,90266,1,2/60,36,No,0,No,No,Yes,No
41,129,1,94720,1,3/40,17,No,0,No,No,No,Yes
35,85,4,92154,2,0/10,11,No,131,No,No,No,No
48,168,2,95929,1,2/80,23,No,308,No,No,Yes,No
43,83,4,92691,3,2/00,19,No,0,No,No,Yes,No
37,52,2,93943,2,1/10,12,No,0,No,No,Yes,No
47,114,1,95819,1,0/60,22,No,0,Yes,Yes,Yes,Yes
29,81,1,95827,3,2/90,3,No,0,No,No,No,No
63,32,1,94015,2,1/50,38,No,0,No,No,No,No
43,63,3,94118,3,2/10,19,No,0,No,No,No,No
57,70,3,90024,3,1/60,32,No,0,No,No,No,No
55,20,2,94720,1,0/30,31,No,0,No,No,Yes,No
47,138,2,91367,1,3/30,23,No,0,No,No,Yes,Yes
58,63,4,94305,2,1/60,34,No,0,No,No,No,No
53,85,1,95814,3,1/30,28,No,118,No,No,Yes,No
59,180,2,96008,2,6/50,35,Yes,0,Yes,Yes,Yes,Yes
46,80,4,95747,3,2/00,22,No,0,No,No,Yes,No
41,53,1,93106,3,0/70,15,No,0,No,No,Yes,No
46,72,2,92009,2,1/70,20,No,75,No,No,Yes,No
44,123,3,95841,1,5/90,18,Yes,0,No,Yes,Yes,Yes
44,91,2,91361,3,0/80,18,No,0,No,No,Yes,No
50,148,2,94608,1,6/80,26,No,0,No,No,Yes,No
51,163,2,94305,3,1/30,25,Yes,0,No,No,Yes,No
55,28,4,90291,3,0/10,30,No,149,No,No,Yes,Yes
37,193,1,92780,1,8/60,12,No,0,No,No,No,No
34,22,3,94545,3,0/90,10,No,0,No,No,Yes,No
59,74,4,92780,1,0/70,34,No,0,No,No,Yes,Yes
45,70,4,94305,3,1/90,20,No,0,No,No,Yes,Yes
30,11,1,95054,2,0/10,4,No,0,No,No,Yes,Yes
32,61,3,94703,2,2/60,8,No,0,No,No,No,No
61,41,1,94704,1,0/80,37,No,0,No,No,Yes,Yes
54,108,4,94110,2,1/90,28,Yes,0,No,No,Yes,No
35,23,4,90058,3,1/10,10,No,0,No,No,No,Yes
63,135,2,91768,3,3/80,38,Yes,183,No,No,No,No
66,30,2,95133,3,0/70,40,No,86,No,No,No,No
48,144,4,94025,2,3/50,24,Yes,0,No,No,No,No
60,139,4,95020,1,0/40,34,Yes,0,No,No,Yes,No
41,143,2,90059,3,2/70,17,Yes,209,No,No,Yes,No
31,44,1,93561,1,1/20,7,No,0,No,No,Yes,Yes
58,49,4,94521,2,2/50,31,No,0,No,No,Yes,No
67,75,4,90041,2,0/10,42,No,182,No,No,Yes,No
35,43,2,93943,1,0/30,9,No,0,No,No,Yes,No
40,59,3,91335,3,0/50,14,No,0,No,No,Yes,No
42,154,3,93955,1,4/90,17,Yes,0,No,Yes,Yes,Yes
44,75,1,95131,3,0/70,18,No,0,No,No,No,Yes
47,75,1,93106,2,2/60,23,No,0,No,No,No,Yes
59,88,2,91311,1,1/60,35,No,278,No,No,No,No
29,91,1,94122,3,3/40,3,Yes,0,No,No,No,No
36,11,1,92008,3,0/67,6,No,0,Yes,Yes,Yes,Yes
47,22,1,90024,3,0/40,22,No,0,No,No,Yes,No
55,49,2,92691,3,0/80,29,No,220,No,No,No,Yes
41,140,1,94542,1,3/50,17,No,342,No,No,No,No
51,99,2,90277,2,2/40,25,No,0,No,No,No,No
26,82,2,91950,1,2/50,2,No,199,No,No,No,No
33,10,4,90005,1,1/00,9,No,81,No,No,No,Yes
30,109,4,94305,2,2/20,5,No,103,No,No,No,Yes
30,45,4,90041,3,1/30,4,No,0,No,No,No,No
45,93,2,91116,2,1/70,19,No,0,No,No,No,No
40,89,3,95814,2,3/90,16,Yes,216,Yes,Yes,Yes,No
42,39,3,91711,2,1/00,15,No,132,No,No,No,No
50,21,1,91768,1,0/20,26,No,89,No,No,Yes,No
62,31,3,95008,1,0/20,37,No,0,No,No,Yes,No
63,31,1,95819,3,0/50,37,No,0,No,No,Yes,No
43,52,4,95054,2,2/20,19,No,0,No,No,No,No
49,13,1,95814,3,0/90,25,No,0,No,No,Yes,No
51,21,2,90840,3,0/40,25,No,76,Yes,No,Yes,No
61,50,4,96003,1,1/70,36,No,189,No,No,Yes,No
